Short Preambles:
0.04600, 0.04600
-0.13244, 0.00234
-0.01347, -0.07852
0.14276, -0.01265
0.09200, 0.00000
0.14276, -0.01265
-0.01347, -0.07852
-0.13244, 0.00234
0.04600, 0.04600
0.00234, -0.13244
-0.07852, -0.01347
-0.01265, 0.14276
0.00000, 0.09200
-0.01265, 0.14276
-0.07852, -0.01347
0.00234, -0.13244
0.04600, 0.04600
-0.13244, 0.00234
-0.01347, -0.07852
0.14276, -0.01265
0.09200, 0.00000
0.14276, -0.01265
-0.01347, -0.07852
-0.13244, 0.00234
0.04600, 0.04600
0.00234, -0.13244
-0.07852, -0.01347
-0.01265, 0.14276
0.00000, 0.09200
-0.01265, 0.14276
-0.07852, -0.01347
0.00234, -0.13244
0.04600, 0.04600
-0.13244, 0.00234
-0.01347, -0.07852
0.14276, -0.01265
0.09200, 0.00000
0.14276, -0.01265
-0.01347, -0.07852
-0.13244, 0.00234
0.04600, 0.04600
0.00234, -0.13244
-0.07852, -0.01347
-0.01265, 0.14276
0.00000, 0.09200
-0.01265, 0.14276
-0.07852, -0.01347
0.00234, -0.13244
0.04600, 0.04600
-0.13244, 0.00234
-0.01347, -0.07852
0.14276, -0.01265
0.09200, 0.00000
0.14276, -0.01265
-0.01347, -0.07852
-0.13244, 0.00234
0.04600, 0.04600
0.00234, -0.13244
-0.07852, -0.01347
-0.01265, 0.14276
0.00000, 0.09200
-0.01265, 0.14276
-0.07852, -0.01347
0.00234, -0.13244
0.04600, 0.04600
-0.13244, 0.00234
-0.01347, -0.07852
0.14276, -0.01265
0.09200, 0.00000
0.14276, -0.01265
-0.01347, -0.07852
-0.13244, 0.00234
0.04600, 0.04600
0.00234, -0.13244
-0.07852, -0.01347
-0.01265, 0.14276
0.00000, 0.09200
-0.01265, 0.14276
-0.07852, -0.01347
0.00234, -0.13244
0.04600, 0.04600
-0.13244, 0.00234
-0.01347, -0.07852
0.14276, -0.01265
0.09200, 0.00000
0.14276, -0.01265
-0.01347, -0.07852
-0.13244, 0.00234
0.04600, 0.04600
0.00234, -0.13244
-0.07852, -0.01347
-0.01265, 0.14276
0.00000, 0.09200
-0.01265, 0.14276
-0.07852, -0.01347
0.00234, -0.13244
0.04600, 0.04600
-0.13244, 0.00234
-0.01347, -0.07852
0.14276, -0.01265
0.09200, 0.00000
0.14276, -0.01265
-0.01347, -0.07852
-0.13244, 0.00234
0.04600, 0.04600
0.00234, -0.13244
-0.07852, -0.01347
-0.01265, 0.14276
0.00000, 0.09200
-0.01265, 0.14276
-0.07852, -0.01347
0.00234, -0.13244
0.04600, 0.04600
-0.13244, 0.00234
-0.01347, -0.07852
0.14276, -0.01265
0.09200, 0.00000
0.14276, -0.01265
-0.01347, -0.07852
-0.13244, 0.00234
0.04600, 0.04600
0.00234, -0.13244
-0.07852, -0.01347
-0.01265, 0.14276
0.00000, 0.09200
-0.01265, 0.14276
-0.07852, -0.01347
0.00234, -0.13244
Long Preambles:
0.15625, 0.00000
-0.00512, -0.12033
0.03975, -0.11116
0.09683, 0.08280
0.02111, 0.02789
0.05982, -0.08771
-0.11513, -0.05518
-0.03832, -0.10617
0.09754, -0.02589
0.05334, 0.00408
0.00099, -0.11500
-0.13680, -0.04738
0.02448, -0.05853
0.05867, -0.01494
-0.02248, 0.16066
0.11924, -0.00410
0.06250, -0.06250
0.03692, 0.09834
-0.05721, 0.03930
-0.13126, 0.06523
0.08222, 0.09236
0.06956, 0.01412
-0.06031, 0.08129
-0.05646, -0.02180
-0.03504, -0.15089
-0.12189, -0.01657
-0.12732, -0.02050
0.07507, -0.07404
-0.00281, 0.05377
-0.09189, 0.11513
0.09172, 0.10587
0.01228, 0.09760
-0.15625, 0.00000
0.01228, -0.09760
0.09172, -0.10587
-0.09189, -0.11513
-0.00281, -0.05377
0.07507, 0.07404
-0.12732, 0.02050
-0.12189, 0.01657
-0.03504, 0.15089
-0.05646, 0.02180
-0.06031, -0.08129
0.06956, -0.01412
0.08222, -0.09236
-0.13126, -0.06523
-0.05721, -0.03930
0.03692, -0.09834
0.06250, 0.06250
0.11924, 0.00410
-0.02248, -0.16066
0.05867, 0.01494
0.02448, 0.05853
-0.13680, 0.04738
0.00099, 0.11500
0.05334, -0.00408
0.09754, 0.02589
-0.03832, 0.10617
-0.11513, 0.05518
0.05982, 0.08771
0.02111, -0.02789
0.09683, -0.08280
0.03975, 0.11116
-0.00512, 0.12033
0.15625, 0.00000
-0.00512, -0.12033
0.03975, -0.11116
0.09683, 0.08280
0.02111, 0.02789
0.05982, -0.08771
-0.11513, -0.05518
-0.03832, -0.10617
0.09754, -0.02589
0.05334, 0.00408
0.00099, -0.11500
-0.13680, -0.04738
0.02448, -0.05853
0.05867, -0.01494
-0.02248, 0.16066
0.11924, -0.00410
0.06250, -0.06250
0.03692, 0.09834
-0.05721, 0.03930
-0.13126, 0.06523
0.08222, 0.09236
0.06956, 0.01412
-0.06031, 0.08129
-0.05646, -0.02180
-0.03504, -0.15089
-0.12189, -0.01657
-0.12732, -0.02050
0.07507, -0.07404
-0.00281, 0.05377
-0.09189, 0.11513
0.09172, 0.10587
0.01228, 0.09760
-0.15625, 0.00000
0.01228, -0.09760
0.09172, -0.10587
-0.09189, -0.11513
-0.00281, -0.05377
0.07507, 0.07404
-0.12732, 0.02050
-0.12189, 0.01657
-0.03504, 0.15089
-0.05646, 0.02180
-0.06031, -0.08129
0.06956, -0.01412
0.08222, -0.09236
-0.13126, -0.06523
-0.05721, -0.03930
0.03692, -0.09834
0.06250, 0.06250
0.11924, 0.00410
-0.02248, -0.16066
0.05867, 0.01494
0.02448, 0.05853
-0.13680, 0.04738
0.00099, 0.11500
0.05334, -0.00408
0.09754, 0.02589
-0.03832, 0.10617
-0.11513, 0.05518
0.05982, 0.08771
0.02111, -0.02789
0.09683, -0.08280
0.03975, 0.11116
-0.00512, 0.12033
